"predicted","species","cultivar","ncal","split","location","year","fit","observed"
60.88,"Almond","Marcona","scarce","Validation","Meknes",1987,"baseline",56
67.38,"Almond","Marcona","scarce","Validation","Meknes",1989,"baseline",53
58.08,"Almond","Marcona","scarce","Validation","Meknes",1990,"baseline",51
77.04,"Almond","Marcona","scarce","Validation","Meknes",1991,"baseline",51
67.88,"Almond","Marcona","scarce","Validation","Meknes",1993,"baseline",63
55.04,"Almond","Marcona","scarce","Validation","Meknes",1994,"baseline",60
69.96,"Almond","Marcona","scarce","Validation","Meknes",1995,"baseline",61
44.08,"Almond","Marcona","scarce","Validation","Meknes",1996,"baseline",62
77.71,"Almond","Marcona","scarce","Validation","Meknes",1999,"baseline",64
57.12,"Almond","Marcona","scarce","Validation","Meknes",2000,"baseline",38
28,"Almond","Marcona","scarce","Validation","Meknes",2001,"baseline",36
62.17,"Almond","Marcona","scarce","Validation","Meknes",2003,"baseline",43
51.29,"Almond","Marcona","scarce","Validation","Meknes",2004,"baseline",46
75.17,"Almond","Marcona","scarce","Validation","Meknes",2005,"baseline",44
76.25,"Almond","Marcona","scarce","Validation","Meknes",2006,"baseline",46
62.29,"Almond","Marcona","scarce","Validation","Meknes",2007,"baseline",56
56.79,"Almond","Marcona","scarce","Validation","Meknes",2009,"baseline",41
53.08,"Almond","Marcona","scarce","Validation","Meknes",2010,"baseline",48
72,"Almond","Marcona","scarce","Validation","Meknes",2012,"baseline",51
62.38,"Almond","Marcona","scarce","Validation","Meknes",2013,"baseline",45
64.42,"Almond","Marcona","scarce","Validation","Meknes",2014,"baseline",47
44.29,"Almond","Marta","scarce","Calibration","Santomera",2008,"baseline",40
55.96,"Almond","Marta","scarce","Calibration","Santomera",2006,"baseline",56
49.38,"Almond","Marta","scarce","Calibration","Santomera",2011,"baseline",50
47.21,"Almond","Marta","scarce","Calibration","Santomera",2018,"baseline",51
58.21,"Almond","Marta","scarce","Calibration","Santomera",2010,"baseline",58
47.96,"Almond","Marta","scarce","Calibration","Santomera",2019,"baseline",56
47.21,"Almond","Marta","scarce","Calibration","Santomera",2021,"baseline",41
54.46,"Almond","Marta","scarce","Calibration","Santomera",2007,"baseline",48
57.42,"Almond","Marta","scarce","Calibration","Santomera",2005,"baseline",57
61.08,"Almond","Marta","scarce","Calibration","Santomera",2012,"baseline",62
45.12,"Almond","Marta","scarce","Validation","Santomera",2009,"baseline",43
34.12,"Almond","Marta","scarce","Validation","Santomera",2013,"baseline",40
59.08,"Almond","Marta","scarce","Validation","Santomera",2015,"baseline",58
34.08,"Almond","Marta","scarce","Validation","Santomera",2020,"baseline",41
66.08,"Almond","Mazzetto","scarce","Calibration","Sfax",2013,"baseline",80
67.29,"Almond","Mazzetto","scarce","Calibration","Sfax",1982,"baseline",67
71,"Almond","Mazzetto","scarce","Calibration","Sfax",1993,"baseline",75
76.46,"Almond","Mazzetto","scarce","Calibration","Sfax",2005,"baseline",78
55.88,"Almond","Mazzetto","scarce","Calibration","Sfax",1999,"baseline",60
73.29,"Almond","Mazzetto","scarce","Calibration","Sfax",2001,"baseline",66
58.29,"Almond","Mazzetto","scarce","Calibration","Sfax",2002,"baseline",61
63.04,"Almond","Mazzetto","scarce","Calibration","Sfax",1992,"baseline",57
74.58,"Almond","Mazzetto","scarce","Calibration","Sfax",2015,"baseline",63
63,"Almond","Mazzetto","scarce","Calibration","Sfax",2006,"baseline",65
65.21,"Almond","Mazzetto","scarce","Validation","Sfax",1981,"baseline",68
60.42,"Almond","Mazzetto","scarce","Validation","Sfax",1986,"baseline",63
59.96,"Almond","Mazzetto","scarce","Validation","Sfax",1987,"baseline",57
64.21,"Almond","Mazzetto","scarce","Validation","Sfax",1991,"baseline",64
60.5,"Almond","Mazzetto","scarce","Validation","Sfax",1995,"baseline",60
81.17,"Almond","Mazzetto","scarce","Validation","Sfax",1996,"baseline",73
66.46,"Almond","Mazzetto","scarce","Validation","Sfax",1998,"baseline",70
76.12,"Almond","Mazzetto","scarce","Validation","Sfax",2003,"baseline",77
66.04,"Almond","Mazzetto","scarce","Validation","Sfax",2004,"baseline",62
70.21,"Almond","Mazzetto","scarce","Validation","Sfax",2008,"baseline",61
79.17,"Almond","Mazzetto","scarce","Validation","Sfax",2012,"baseline",78
50.29,"Almond","Mazzetto","scarce","Validation","Sfax",2014,"baseline",57
64.92,"Almond","Nonpareil","scarce","Calibration","Sfax",2013,"baseline",76
59.96,"Almond","Nonpareil","scarce","Calibration","Sfax",1982,"baseline",65
70.08,"Almond","Nonpareil","scarce","Calibration","Sfax",1993,"baseline",73
76.04,"Almond","Nonpareil","scarce","Calibration","Sfax",2005,"baseline",78
54.92,"Almond","Nonpareil","scarce","Calibration","Sfax",1999,"baseline",57
70.38,"Almond","Nonpareil","scarce","Calibration","Sfax",2001,"baseline",62
58.21,"Almond","Nonpareil","scarce","Calibration","Sfax",2002,"baseline",60
63.17,"Almond","Nonpareil","scarce","Calibration","Sfax",1992,"baseline",62
49.54,"Almond","Nonpareil","scarce","Calibration","Sfax",2014,"baseline",43
67.33,"Almond","Nonpareil","scarce","Calibration","Sfax",2008,"baseline",59
64.17,"Almond","Nonpareil","scarce","Validation","Sfax",1981,"baseline",64
59.38,"Almond","Nonpareil","scarce","Validation","Sfax",1986,"baseline",56
59.92,"Almond","Nonpareil","scarce","Validation","Sfax",1987,"baseline",52
63.21,"Almond","Nonpareil","scarce","Validation","Sfax",1991,"baseline",60
60.5,"Almond","Nonpareil","scarce","Validation","Sfax",1995,"baseline",54
80.21,"Almond","Nonpareil","scarce","Validation","Sfax",1996,"baseline",53
65.38,"Almond","Nonpareil","scarce","Validation","Sfax",1998,"baseline",58
74.21,"Almond","Nonpareil","scarce","Validation","Sfax",2003,"baseline",77
61.21,"Almond","Nonpareil","scarce","Validation","Sfax",2004,"baseline",55
62.17,"Almond","Nonpareil","scarce","Validation","Sfax",2006,"baseline",60
78.29,"Almond","Nonpareil","scarce","Validation","Sfax",2012,"baseline",67
74.08,"Almond","Nonpareil","scarce","Validation","Sfax",2015,"baseline",46
72.25,"Almond","Nonpareil","scarce","Validation","Sfax",2016,"baseline",65
55.08,"Almond","Tuono","scarce","Calibration","Meknes",1975,"baseline",56
65.38,"Almond","Tuono","scarce","Calibration","Meknes",2012,"baseline",58
61.83,"Almond","Tuono","scarce","Calibration","Meknes",1989,"baseline",62
62.17,"Almond","Tuono","scarce","Calibration","Meknes",1995,"baseline",64
53.96,"Almond","Tuono","scarce","Calibration","Meknes",1985,"baseline",56
70.67,"Almond","Tuono","scarce","Calibration","Meknes",2005,"baseline",59
72.21,"Almond","Tuono","scarce","Calibration","Meknes",1982,"baseline",61
53.25,"Almond","Tuono","scarce","Calibration","Meknes",1983,"baseline",64
73.08,"Almond","Tuono","scarce","Calibration","Meknes",1999,"baseline",73
52.88,"Almond","Tuono","scarce","Calibration","Meknes",1994,"baseline",63
58.79,"Almond","Tuono","scarce","Validation","Meknes",1974,"baseline",59
58.04,"Almond","Tuono","scarce","Validation","Meknes",1976,"baseline",65
43.96,"Almond","Tuono","scarce","Validation","Meknes",1977,"baseline",56
59.21,"Almond","Tuono","scarce","Validation","Meknes",1978,"baseline",59
85,"Almond","Tuono","scarce","Validation","Meknes",1979,"baseline",58
50.17,"Almond","Tuono","scarce","Validation","Meknes",1980,"baseline",52
58.42,"Almond","Tuono","scarce","Validation","Meknes",1981,"baseline",59
78.08,"Almond","Tuono","scarce","Validation","Meknes",1984,"baseline",78
58.92,"Almond","Tuono","scarce","Validation","Meknes",1986,"baseline",65
55.21,"Almond","Tuono","scarce","Validation","Meknes",1987,"baseline",60
68.21,"Almond","Tuono","scarce","Validation","Meknes",1988,"baseline",62
60.62,"Almond","Tuono","scarce","Validation","Meknes",1990,"baseline",65
73,"Almond","Tuono","scarce","Validation","Meknes",1991,"baseline",65
49.21,"Almond","Tuono","scarce","Validation","Meknes",1992,"baseline",55
64.42,"Almond","Tuono","scarce","Validation","Meknes",1993,"baseline",66
81.42,"Almond","Tuono","scarce","Validation","Meknes",1996,"baseline",66
50.17,"Almond","Tuono","scarce","Validation","Meknes",1997,"baseline",63
57.04,"Almond","Tuono","scarce","Validation","Meknes",1998,"baseline",69
53.21,"Almond","Tuono","scarce","Validation","Meknes",2000,"baseline",56
54.17,"Almond","Tuono","scarce","Validation","Meknes",2001,"baseline",59
54.04,"Almond","Tuono","scarce","Validation","Meknes",2002,"baseline",60
68.08,"Almond","Tuono","scarce","Validation","Meknes",2003,"baseline",62
48.25,"Almond","Tuono","scarce","Validation","Meknes",2004,"baseline",61
72,"Almond","Tuono","scarce","Validation","Meknes",2006,"baseline",60
63.92,"Almond","Tuono","scarce","Validation","Meknes",2007,"baseline",71
48.46,"Almond","Tuono","scarce","Validation","Meknes",2008,"baseline",62
47.25,"Almond","Tuono","scarce","Validation","Meknes",2009,"baseline",53
75.42,"Almond","Tuono","scarce","Validation","Meknes",2010,"baseline",60
77.33,"Almond","Tuono","scarce","Validation","Meknes",2011,"baseline",63
62.71,"Almond","Tuono","scarce","Validation","Meknes",2013,"baseline",57
60.58,"Almond","Tuono","scarce","Validation","Meknes",2014,"baseline",59
20.67,"Almond","Desmayo","full","Calibration","Santomera",2020,"baseline",20
31.96,"Almond","Desmayo","full","Calibration","Santomera",1998,"baseline",31
42.08,"Almond","Desmayo","full","Calibration","Santomera",2007,"baseline",36
29.29,"Almond","Desmayo","full","Calibration","Santomera",2016,"baseline",28
29.17,"Almond","Desmayo","full","Calibration","Santomera",2011,"baseline",31
38.17,"Almond","Desmayo","full","Calibration","Santomera",2012,"baseline",30
21.08,"Almond","Desmayo","full","Calibration","Santomera",2013,"baseline",21
34.67,"Almond","Desmayo","full","Calibration","Santomera",2006,"baseline",34
29.67,"Almond","Desmayo","full","Calibration","Santomera",2019,"baseline",31
25.33,"Almond","Desmayo","full","Calibration","Santomera",2018,"baseline",29
34.29,"Almond","Desmayo","full","Calibration","Santomera",2005,"baseline",30
32.08,"Almond","Desmayo","full","Calibration","Santomera",2003,"baseline",36
39.17,"Almond","Desmayo","full","Calibration","Santomera",2010,"baseline",40
18.08,"Almond","Desmayo","full","Calibration","Santomera",2014,"baseline",24
25.29,"Almond","Desmayo","full","Calibration","Santomera",2004,"baseline",22
33,"Almond","Desmayo","full","Validation","Santomera",1997,"baseline",22
24.17,"Almond","Desmayo","full","Validation","Santomera",2008,"baseline",22
27.67,"Almond","Desmayo","full","Validation","Santomera",2009,"baseline",26
45.25,"Almond","Desmayo","full","Validation","Santomera",2015,"baseline",38
37.25,"Almond","Desmayo","full","Validation","Santomera",2017,"baseline",30
20.04,"Almond","Desmayo","full","Validation","Santomera",2022,"baseline",15
52.04,"Almond","Fasciuneddu","full","Calibration","Sfax",2013,"baseline",76
41.96,"Almond","Fasciuneddu","full","Calibration","Sfax",1982,"baseline",49
51.92,"Almond","Fasciuneddu","full","Calibration","Sfax",1993,"baseline",54
60.29,"Almond","Fasciuneddu","full","Calibration","Sfax",2005,"baseline",64
38.92,"Almond","Fasciuneddu","full","Calibration","Sfax",1999,"baseline",42
61.58,"Almond","Fasciuneddu","full","Calibration","Sfax",2001,"baseline",51
46.83,"Almond","Fasciuneddu","full","Calibration","Sfax",2002,"baseline",46
45.17,"Almond","Fasciuneddu","full","Calibration","Sfax",1992,"baseline",42
58.25,"Almond","Fasciuneddu","full","Calibration","Sfax",2015,"baseline",42
47.12,"Almond","Fasciuneddu","full","Calibration","Sfax",2006,"baseline",51
45.5,"Almond","Fasciuneddu","full","Calibration","Sfax",1991,"baseline",47
47.04,"Almond","Fasciuneddu","full","Calibration","Sfax",1986,"baseline",49
51.29,"Almond","Fasciuneddu","full","Calibration","Sfax",1998,"baseline",46
62.25,"Almond","Fasciuneddu","full","Calibration","Sfax",1996,"baseline",45
53.46,"Almond","Fasciuneddu","full","Calibration","Sfax",2008,"baseline",44
38.17,"Almond","Fasciuneddu","full","Calibration","Sfax",2014,"baseline",41
45.71,"Almond","Fasciuneddu","full","Validation","Sfax",1981,"baseline",59
43.08,"Almond","Fasciuneddu","full","Validation","Sfax",1987,"baseline",40
53.08,"Almond","Fasciuneddu","full","Validation","Sfax",1995,"baseline",54
62.08,"Almond","Fasciuneddu","full","Validation","Sfax",2003,"baseline",50
51.92,"Almond","Fasciuneddu","full","Validation","Sfax",2004,"baseline",47
63.25,"Almond","Fasciuneddu","full","Validation","Sfax",2012,"baseline",73
53.96,"Almond","Ferragnes","full","Calibration","Meknes",1978,"baseline",57
47.04,"Almond","Ferragnes","full","Calibration","Meknes",1992,"baseline",55
54.96,"Almond","Ferragnes","full","Calibration","Meknes",1998,"baseline",64
67.25,"Almond","Ferragnes","full","Calibration","Meknes",1988,"baseline",61
49.92,"Almond","Ferragnes","full","Calibration","Meknes",2008,"baseline",62
56.25,"Almond","Ferragnes","full","Calibration","Meknes",1985,"baseline",69
70.58,"Almond","Ferragnes","full","Calibration","Meknes",2011,"baseline",63
60.12,"Almond","Ferragnes","full","Calibration","Meknes",1986,"baseline",68
45,"Almond","Ferragnes","full","Calibration","Meknes",2002,"baseline",59
50.08,"Almond","Ferragnes","full","Calibration","Meknes",1997,"baseline",61
48,"Almond","Ferragnes","full","Calibration","Meknes",2004,"baseline",62
71.92,"Almond","Ferragnes","full","Calibration","Meknes",1979,"baseline",59
81.58,"Almond","Ferragnes","full","Calibration","Meknes",1984,"baseline",76
71.42,"Almond","Ferragnes","full","Calibration","Meknes",1999,"baseline",69
72.12,"Almond","Ferragnes","full","Calibration","Meknes",1991,"baseline",60
68.04,"Almond","Ferragnes","full","Calibration","Meknes",1993,"baseline",63
53.04,"Almond","Ferragnes","full","Calibration","Meknes",1994,"baseline",61
69,"Almond","Ferragnes","full","Calibration","Meknes",2012,"baseline",72
61.08,"Almond","Ferragnes","full","Calibration","Meknes",2007,"baseline",69
66.12,"Almond","Ferragnes","full","Calibration","Meknes",2003,"baseline",61
63.58,"Almond","Ferragnes","full","Calibration","Meknes",1989,"baseline",61
61.71,"Almond","Ferragnes","full","Calibration","Meknes",2014,"baseline",61
64.42,"Almond","Ferragnes","full","Calibration","Meknes",1990,"baseline",61
68.58,"Almond","Ferragnes","full","Calibration","Meknes",2010,"baseline",64
73.46,"Almond","Ferragnes","full","Calibration","Meknes",1982,"baseline",60
73.17,"Almond","Ferragnes","full","Calibration","Meknes",2005,"baseline",60
56.21,"Almond","Ferragnes","full","Calibration","Meknes",1983,"baseline",61
69.08,"Almond","Ferragnes","full","Calibration","Meknes",1996,"baseline",63
38.08,"Almond","Ferragnes","full","Validation","Meknes",1977,"baseline",57
53.96,"Almond","Ferragnes","full","Validation","Meknes",1980,"baseline",59
59.79,"Almond","Ferragnes","full","Validation","Meknes",1981,"baseline",60
58.67,"Almond","Ferragnes","full","Validation","Meknes",1987,"baseline",63
67.12,"Almond","Ferragnes","full","Validation","Meknes",1995,"baseline",62
55.46,"Almond","Ferragnes","full","Validation","Meknes",2000,"baseline",52
49.25,"Almond","Ferragnes","full","Validation","Meknes",2001,"baseline",58
72.21,"Almond","Ferragnes","full","Validation","Meknes",2006,"baseline",63
52.04,"Almond","Ferragnes","full","Validation","Meknes",2009,"baseline",55
59.12,"Almond","Ferragnes","full","Validation","Meknes",2013,"baseline",62
41.54,"Almond","Marcona","full","Calibration","Meknes",1978,"baseline",41
36.21,"Almond","Marcona","full","Calibration","Meknes",1992,"baseline",46
46.96,"Almond","Marcona","full","Calibration","Meknes",1998,"baseline",59
54.17,"Almond","Marcona","full","Calibration","Meknes",1988,"baseline",46
42.46,"Almond","Marcona","full","Calibration","Meknes",2008,"baseline",43
45.17,"Almond","Marcona","full","Calibration","Meknes",1985,"baseline",53
51.38,"Almond","Marcona","full","Calibration","Meknes",2011,"baseline",46
55.29,"Almond","Marcona","full","Calibration","Meknes",1986,"baseline",60
29.25,"Almond","Marcona","full","Calibration","Meknes",2002,"baseline",41
38.92,"Almond","Marcona","full","Calibration","Meknes",1997,"baseline",56
39.33,"Almond","Marcona","full","Calibration","Meknes",2004,"baseline",46
54.21,"Almond","Marcona","full","Calibration","Meknes",1979,"baseline",43
70.21,"Almond","Marcona","full","Calibration","Meknes",1984,"baseline",64
65.29,"Almond","Marcona","full","Calibration","Meknes",1999,"baseline",64
65.46,"Almond","Marcona","full","Calibration","Meknes",1991,"baseline",51
53.25,"Almond","Marcona","full","Calibration","Meknes",1993,"baseline",63
44.04,"Almond","Marcona","full","Calibration","Meknes",1994,"baseline",60
60.33,"Almond","Marcona","full","Calibration","Meknes",2012,"baseline",51
53.25,"Almond","Marcona","full","Calibration","Meknes",2007,"baseline",56
